Date,משחה ערב,משחה בוקר,לדבר עם חבר,קריאה באנגלית,שכיבות סמיכה,הקלדה,מדיטציה,שינון מילים,דיבור באנגלית,גיטהאב,קוח,תרגילי מחשבה,ליטקוד,אירובי,שיפור טכנולוגיות לעבודה,סיכום תוכן בעבודה,התאמנות על הצגה עצמית,ויטמין C,אסטקסנטין,
2024-05-16,0.0000,0.0000,0.0000,0.3253,0.0919,0.5189,0.1239,0.3109,0.1729,0.2995,0.2570,0.4617,0.0000,0.0000,0.0000,0.0000,0.0000,0.3631,0.3189,
2024-05-15,0.0000,0.0000,0.0000,0.3432,0.0938,0.5473,0.1264,0.3279,0.1824,0.2853,0.2710,0.4870,0.0000,0.0000,0.0000,0.0000,0.0000,0.3771,0.3311,
2024-05-14,0.0000,0.0000,0.0000,0.3620,0.0957,0.5773,0.1289,0.3459,0.1924,0.2707,0.2859,0.5137,0.0000,0.0000,0.0000,0.0000,0.0000,0.3724,0.3246,
2024-05-13,0.0000,0.0000,0.0000,0.3818,0.0976,0.6089,0.1316,0.3648,0.2029,0.2559,0.3015,0.5418,0.0000,0.0000,0.0000,0.0000,0.0000,0.3675,0.3179,
2024-05-12,0.0000,0.0000,0.0000,0.3479,0.0996,0.5875,0.1139,0.3848,0.2140,0.2407,0.3180,0.5715,0.0000,0.0000,0.0000,0.0000,0.0000,0.3624,0.3109,
2024-05-11,0.0000,0.0000,0.0000,0.3670,0.1016,0.6197,0.0959,0.4059,0.2257,0.2253,0.3355,0.6028,0.0000,0.0000,0.0000,0.0000,0.0000,0.3379,0.2844,
2024-05-10,0.0000,0.0000,0.0000,0.3871,0.1037,0.6536,0.0774,0.4281,0.2381,0.2095,0.3538,0.6358,0.0000,0.0000,0.0000,0.0000,0.0000,0.3316,0.2761,
2024-05-09,0.0000,0.0000,0.0000,0.4083,0.1058,0.6346,0.0587,0.4516,0.2511,0.1934,0.3184,0.6159,0.0000,0.0000,0.0000,0.0000,0.0000,0.3252,0.2675,
2024-05-08,0.0000,0.0000,0.0000,0.4306,0.1080,0.6146,0.0395,0.4763,0.2649,0.1770,0.2811,0.5948,0.0000,0.0000,0.0000,0.0000,0.0000,0.3184,0.2586,
2024-05-07,0.0000,0.0000,0.0000,0.4542,0.1102,0.5935,0.0200,0.5024,0.2410,0.1602,0.2418,0.5726,0.0000,0.0000,0.0000,0.0000,0.0000,0.3307,0.2686,
2024-05-06,0.0000,0.0000,0.0000,0.4791,0.1124,0.5712,0.0000,0.4751,0.2542,0.1431,0.2002,0.5492,0.0000,0.0000,0.0000,0.0000,0.0000,0.3434,0.2789,
2024-05-05,0.0000,0.0000,0.0000,0.5053,0.1147,0.5478,0.0000,0.4464,0.2134,0.1257,0.2112,0.5246,0.0000,0.0000,0.0000,0.0000,0.0000,0.3566,0.2896,
2024-05-04,0.0000,0.0000,0.0000,0.4782,0.1170,0.5230,0.0000,0.4708,0.2251,0.1155,0.2228,0.5142,0.0000,0.0000,0.0000,0.0000,0.0000,0.3703,0.3007,
2024-05-03,0.0000,0.0000,0.0000,0.5044,0.1194,0.5516,0.0000,0.4966,0.2374,0.1153,0.2350,0.5423,0.0000,0.0000,0.0000,0.0000,0.0000,0.3845,0.3123,
2024-05-02,0.0000,0.0000,0.0000,0.4773,0.1218,0.5271,0.0000,0.4690,0.2504,0.1151,0.2478,0.5173,0.0000,0.0000,0.0000,0.0000,0.0000,0.3993,0.3243,
2024-05-01,0.0000,0.0000,0.0000,0.4487,0.1156,0.5012,0.0000,0.4947,0.2641,0.1149,0.2614,0.4908,0.0000,0.0000,0.0000,0.0000,0.0000,0.3954,0.3175,
2024-04-30,0.0000,0.0000,0.0000,0.4185,0.1092,0.4739,0.0000,0.4670,0.2238,0.1147,0.2757,0.4629,0.0000,0.0000,0.0000,0.0000,0.0000,0.3914,0.3105,
2024-04-29,0.0000,0.0000,0.0000,0.3866,0.1027,0.4451,0.0000,0.4379,0.2361,0.1044,0.2360,0.4335,0.0000,0.0000,0.0000,0.0000,0.0000,0.3872,0.3032,
2024-04-28,0.0000,0.0000,0.0000,0.3530,0.0961,0.4147,0.0000,0.4618,0.1943,0.0963,0.1942,0.4025,0.0000,0.0000,0.0000,0.0000,0.0000,0.3637,0.2764,
2024-04-27,0.0000,0.0000,0.0000,0.3724,0.0893,0.3826,0.0000,0.4324,0.2049,0.0830,0.2048,0.3698,0.0000,0.0000,0.0000,0.0000,0.0000,0.3584,0.2679,
2024-04-26,0.0000,0.0000,0.0000,0.3928,0.0737,0.4036,0.0000,0.4013,0.2161,0.0694,0.2161,0.3353,0.0000,0.0000,0.0000,0.0000,0.0000,0.3338,0.2397,
2024-04-25,0.0000,0.0000,0.0000,0.4143,0.0577,0.3709,0.0000,0.3685,0.2279,0.0556,0.1731,0.2989,0.0000,0.0000,0.0000,0.0000,0.0000,0.3082,0.2105,
2024-04-24,0.0000,0.0000,0.0000,0.4370,0.0502,0.3364,0.0000,0.3339,0.2404,0.0389,0.1826,0.2605,0.0000,0.0000,0.0000,0.0000,0.0000,0.3008,0.1994,
2024-04-23,0.0000,0.0000,0.0000,0.4061,0.0425,0.3001,0.0000,0.2974,0.1988,0.0219,0.1378,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,0.2740,0.1686,
2024-04-22,0.0000,0.0000,0.0000,0.3736,0.0346,0.3165,0.0000,0.2589,0.2097,0.0147,0.1454,0.1772,0.0000,0.0000,0.0000,0.0000,0.0000,0.2653,0.1559,
2024-04-21,0.0000,0.0000,0.0000,0.3393,0.0266,0.2791,0.0000,0.2184,0.1664,0.0073,0.0986,0.1478,0.0000,0.0000,0.0000,0.0000,0.0000,0.2562,0.1235,
2024-04-20,0.0000,0.0000,0.0000,0.3031,0.0184,0.2396,0.0000,0.1756,0.1756,0.0049,0.0492,0.1011,0.0000,0.0000,0.0000,0.0000,0.0000,0.2277,0.0898,
2024-04-19,0.0000,0.0000,0.0000,0.2649,0.0188,0.2528,0.0000,0.1852,0.1852,0.0025,0.0519,0.0519,0.0000,0.0000,0.0000,0.0000,0.0000,0.2172,0.0548,
2024-04-18,0.0000,0.0000,0.0000,0.2247,0.0163,0.2118,0.0000,0.1405,0.1405,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1871,0.0185,
2024-04-17,0.0000,0.0000,0.0000,0.1822,0.0137,0.1687,0.0000,0.0935,0.0935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1559,0.0000,
2024-04-16,0.0000,0.0000,0.0000,0.1374,0.0111,0.1323,0.0000,0.0986,0.0986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1235,0.0000,
2024-04-15,0.0000,0.0000,0.0000,0.1011,0.0084,0.0847,0.0000,0.0492,0.0492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0898,0.0000,
2024-04-14,0.0000,0.0000,0.0000,0.0519,0.0056,0.0346,0.0000,0.0519,0.0519,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0548,0.0000,
2024-04-13,0.0000,0.0000,0.0000,0.0000,0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0185,0.0000,
